ID	fact
groundbreaker_18	the loose hierarchy in charge of the Groundbreaker often seeks to find (illicit) ways of delaying, stymieing, or pitting corporations under the Board's thumb against each other,
groundbreaker_19	usually through black market fences like Gladys Culkelly.
groundbreaker_20	Nonetheless, the Board maintains an embassy aboard the Groundbreaker run by bureaucrat Udom Bedford.
groundbreaker_21	Depending on the actions of the Stranger, the Groundbreaker's crew may be compelled to rebel against the Board's system-wide authority.
groundbreaker_22	The Groundbreaker is generally neutral to Sublight Salvage and Shipping Corporation,
groundbreaker_23	and allows them to operate an office and warehouse aboard the ship, helmed by Lilya Hagen.
halcyon	
halcyon_01	Halcyon, also called the Halcyon Colony, or simply the Colony,
halcyon_02	is a star system on the fringe of known space.
halcyon_03	It is part of the Halcyon Cluster,
halcyon_04	so named because Halcyon itself is the brightest star in the cluster when viewed from Earth.
halcyon_05	Halcyon is proudly advertised as the only system entirely owned and operated by corporations.
halcyon_06	Most of the planets in the system are named after locations, deities, or creatures from Greek mythology.
junlei_tennyson	
junlei_tennyson_01	Junlei Tennyson is a self described engineer-turned-captain and is the leader of Groundbreaker,
junlei_tennyson_02	the only community in Halcyon operating outside The Board's control.
junlei_tennyson_03	She harbours a strong dislike for the Board due to their continued attempts to exert control over Groundbreaker,
junlei_tennyson_04	and because she believes they are only after two things—bits and power—which they get by sticking their nose where it doesn't belong.
junlei_tennyson_05	She considers the Mardets, crew, and engineers of Groundbreaker to be family.
junlei_tennyson_06	Junlei Tennyson is the third generation of Tennyson leadership aboard Groundbreaker,
junlei_tennyson_07	recently promoted from chief engineer to captain after the death of her mother.
junlei_tennyson_08	She was close to her mother but frequently argued with her father over how Groundbreaker should be run.
junlei_tennyson_09	Junlei was previously in a relationship with a woman named Isabelle who tried and failed to earn the approval of Junlei's father.
junlei_tennyson_10	They continued seeing each other anyway,
junlei_tennyson_11	but the relationship eventually ended poorly.
junlei_tennyson_12	Junlei can be found in her office in Groundbreaker Engineering.
junlei_tennyson_13	She introduces herself to the Stranger as captain of Groundbreaker,
junlei_tennyson_14	and notes that her friends call her Chief.
junlei_tennyson_15	The explanation she gives for the formal introduction is that Groundbreaker doesn't see many visitors.
junlei_tennyson_16	Junlei then goes on to make it clear that she has the final say on the ship,
junlei_tennyson_17	and welcomes the Stranger on board as they seem to be different to the usual outsiders who are mostly 'Board spies and corporate sprats'.
junlei_tennyson_18	If the player asks Junlei about the heat problem on Groundbreaker,
junlei_tennyson_19	they can offer to help her obtain new radiator parts.
junlei_tennyson_20	After the radiator parts are installed,
junlei_tennyson_21	more dialogue options become available to ask her about herself and Groundbreaker.
junlei_tennyson_22	She will also direct the player to Edna Ingmire to help her with a comms issue,
junlei_tennyson_23	and inform the player that they are now authorized to trade with Doctor Mfuru.
junlei_tennyson_24	Junlei will appear on the Unreliable if the player helps to set up a date between her and Parvati.
junlei_tennyson_25	When interacted with, she thanks them for welcoming her aboard the ship.
relay_gb-23	
relay_gb-23_01	Relay GB-23 is one of Groundbreaker's backup auxiliary communications relay stations,
relay_gb-23_02	located in Halcyon.
relay_gb-23_03	Like other relay stations,
relay_gb-23_04	Relay GB-23 orbits the edge of the Halcyon system and therefore receives a significant proportion of the transmissions from Earth.
relay_gb-23_05	Relay GB-23 went offline some months ago for unknown reasons and Edna Ingmire on Groundbreaker has so far been unsuccessful in arranging for a diagnostic expedition to the station to get it back online,
relay_gb-23_06	as Junlei Tennyson keeps denying the personnel loss allocation associated with sending a technical team to the station.
relay_gb-23_07	Edna asks the Stranger to assist with getting the relay back online.
relay_gb-23_08	The transmitter array on the station was manually deactivated by Alexander Frey,
relay_gb-23_09	a resident of Byzantium who fled to the station after being plagued with mysterious voices in his head.
relay_gb-23_10	He powered down the transmitter as he believed it to be the source of the voices.
relay_gb-23_11	This was not the case and the voices persisted even after deactivating the relay,
relay_gb-23_12	driving him mad and eventually causing him to commit suicide.
the_board	
the_board_01	The Halcyon Holdings Corporate Board, also simply known as The Board,
the_board_02	institutes policy and law throughout the Halcyon Colony.
the_board_03	The details surrounding the board's founding remain largely unknown,
the_board_04	though its activities suggest that it was originally founded some seventy-odd years ago, give or take.
the_board_05	In that time, it has managed to terraform Terra I
the_board_06	(a catastrophic failure due to mutations rendering the wildlife overwhelmingly hostile to human life).
the_board_07	The Board maintains a very tense relationship with MSI, owing to MSI's democratic ideals and their declared ownership of Monarch.
the_board_08	As a result, the Board has placed Monarch, and by extension, MSI, under the Hazard Clause, which forbids off-world businesses from doing transactions on Monarch without the correct (and deliberately impossible to complete) documents.
the_board_09	Depending on the actions of the Stranger, MSI may be compelled to rebel against the Board's authoritarianism.
